gurmukhi,english
isDgosit,sedhgostte
isDI,sedhee
isDIAw,sedheeaa
isdik,sedake
isdku,sedaku
isDM|wieAY,sedhanngaaeai
isDn,sedhan
isDu,sedhu
isDw,sedhaa
isDweI,sedhaaee
isDwey,sedhaaay
isDwidk,sedhaadek
isDwieAw,sedhaaeaa
isDwieE,sedhaaeo
isDwirAw,sedhaareaa
isDwirE,sedhaareo
isDwn,sedhaan
isDwnw,sedhaanaa
isDWqu,sedhaantu
isDwrhu,sedhaarahu
isDwrIAw,sedhaareeaa
isDwrw,sedhaaraa
isDwry,sedhaaray
isDwrY,sedhaarai
isDws,sedhaas
isDwsI,sedhaasee
isDwsw,sedhaasaa
isDwvih,sedhaavahe
isDwvY,sedhaavai
isDy,sedhay
isgwrI,segaaree
isgwru,segaaru
ishj,sehaj
ishjw,sehjaa
ishjwie,sehjaae
ishjwsxI,sehjaasnnee
ishru,seharu
isiD,sedhe
isiJ,sejhe
isiK,sekhe
isiKAw,sekheaa
isiKAY,sekheai
isimRiq,semrete
isimRq,semret
isimRqI,semretee
isir,sere
isirau,sereou
isirAw,sereaa
isirAW,sereaan
isirkwr,serekaar
isirkwrw,serekaaraa
isis,sese
isiv,seve
isjau,sejou
isjdw,sejdaa
isJeI,sejhaee
isJI,sejhee
isJq,sejhat
isJsI,sejhsee
isJwieAw,sejhaaeaa
isjwxw,sejaannaa
isJY,sejhai
isK,sekh
isk,sek
isK´w,sekheaa
iskdwr,sekdaar
iskdwrhu,sekdaarahu
iskdwrI,sekdaaree
iskdwrIAw,sekdaareeaa
iskdwru,sekdaaru
iskdwrw,sekdaaraa
iskdwrW,sekdaaraan
iskdwrY,sekdaarai
isKh,sekhaha
isKhu,sekhahu
isKI,sekhee
isKih,sekhahe
isKir,sekhare
isKlweI,sekhlaaee
isKM,sekhan
iskMdr,sekandar
isKu,sekhu
isKvMqy,sekhvantay
isKVw,sekhrraa
isKW,sekhaan
isKw,sekhaa
isKweI,sekhaaee
isKwie,sekhaae
isKwieE,sekhaaeo
isKwil,sekhaale
iskwr,sekaar
isKY,sekhai
isl,sel
islk,selk
islkw,selkaa
islw,selaa
isM\wpsin,sennjaapsane
isM|@wry,senngaaray
isM|I,senngee
isM|IAw,senngeeaa
isMblu,senbalu
isMcau,senchou
isMchu,senchahu
isMcIAY,sencheeai
isMcih,senchahe
isMcMqI,senchantee
isMcn,senchan
isMcnhwry,senchanhaaray
isMcw,senchaa
isMcweI,senchaaee
isMcY,senchai
isMcy,senchay
isMD,sendh
isMDM,sendhan
isMDu,sendhu
isMDvI,sendhvee
isMG,sengh
isMg,seng
isMGc,senghach
isMgI,sengee
isMGu,senghu
isMGwqw,senghaataa
isMgwr,sengaar
isMgwru,sengaaru
isMGwsin,senghaasane
isMGwsix,senghaasanne
isMGwsn,senghaasan
isMGwsnu,senghaasanu
isMGwsxu,senghaasannu
isMi|Aw,senngeaa
isMic,senche
isMicq,senchet
isMimRiq,senmrete
isMimRqwey,senmretaaay
isMimRqy,senmretay
ismir,semare
ismirAw,semreaa
ismirAY,semreai
ismirE,semreo
ismirhu,semrehu
isMml,senmal
isMmRqb´,senmratabea
isMnw,sennaa
ismr,semar
ismrau,semrou
ismrh,semaraha
ismrhu,semrahu
ismrI,semree
ismrIAY,semreeai
ismrih,semrahe
ismrIjY,semreejai
ismrin,semrane
ismrix,semranne
ismrM,semran
ismrMdy,semranday
ismrMiq,semrante
ismrMiQ,semranthe
ismrMq,semrant
ismrn,semran
ismrnI,semarnee
ismrno,semarno
ismrnu,semranu
ismrq,semrat
ismrqb´,semratbea
ismrqy,semartay
ismru,semaru
ismrw,semraa
ismrwey,semraaay
ismrwvhu,semraavahu
ismrx,semrann
ismrxM,semrannan
ismrxu,semrannu
ismrxw,semarnnaa
ismrxy,semarnnay
ismry,semray
ismrY,semrai
isNau,senou
isnwKqu,senaakhatu
isPiq,sephte
ispIqI,sepeetee
isPqˆØI,sephteen
isPqI,sephtee
isqwb,setaab
isr,ser
isrdwru,serdaaru
isrhu,serahu
isrhwnw,serhaanaa
isrI,seree
isrIDr,sereedhar
isrih,serahe
isrij,seraje
isrij´au,serjeou
isrijAnu,serjeAnu
isrijAw,serjeaa
isrijAY,serjeai
isrijEnu,serjeonu
isriq,serate
isrIrwg,sereeraag
isrIrwgu,sereeraagu
isRis† ,srestte 
isriT,seratthe
isrjI,serjee
isrjIAw,serjeeaa
isRjMq,srejant
isrjnhwir,serjanhaare
isrjnhwirAw,serjanhaareaa
isrjnhwr,serjanhaar
isrjnhwrI,serjanhaaree
isrjnhwru,serjanhaaru
isrjnhwrw,serjanhaaraa
isrjnhwry,serjanhaaray
isrjxhwir,serjannhaare
isrjxhwirAw,serjannhaareaa
isrjxhwr,serjannhaar
isrjxhwro,serjannhaaro
isrjxhwru,serjannhaaru
isrjxhwrw,serjannhaaraa
isrjxhwry,serjannhaaray
isrjxhwrY,serjannhaarai
isrjy,serjay
isrKuQy,serkhuthay
isrKUQy,serkhoothay
isrkwr,serkaar
isrkwrw,serkaaraa
isrMdw,serandaa
isrMdy,seranday
isrMidAw,serandeaa
isrmorh,sermoraha
isrnwvxI,sernaavnnee
isromix,seromanne
isrpwau,serpaaou
isrqwjw,sertaajaa
isRsit,srestte
isRstI,sresttee
isRstIjw,srestteejaa
isRstw,sresttaa
isRsty,sresttay
isrTI,sertthee
isru,seru
isrw,seraa
isrwD,seraadh
isrwhu,seraahu
isrwie,seraae
isrwieE,seraaeo
isrwn,seraan
isrwnI,seraanee
isrwno,seraano
isrwqu,seraatu
isrwvY,seraavai
isrwxy,seraannay
isry,seray
isrY,serai
issIAr,seseeAr
issit,sestte
issu,sesu
isv,sev
isvir,sevare
isvirAw,sevreaa
isvirhu,sevrehu
isvpuir,sevpure
isvpurI,sevpuree
isvrhu,sevrahu
isvw,sevaa
isvY,sevai
itby,ttebay
itikAw,ttekeaa
itikEnu,ttekeonu
iTim,ttheme
itit,ttette
itk,ttek
itkeI,ttekaee
itkeIAw,ttekaeeaa
itkI,ttekee
itkih,ttekahe
itkIjY,ttekeejai
itkMin,ttekanne
itknu,ttekanu
itkw,ttekaa
itkweI,ttekaaee
itkwhI,ttekaahee
itkwie,ttekaae
itkwieAw,ttekaaeaa
itkwvhu,ttekaavahu
itkwvis,ttekaavase
itkwvY,ttekaavai
itkwvYgo,ttekaavaigo
itkx,ttekann
itkxu,ttekannu
itky,ttekay
itkY,ttekai
itMf,ttendd
iTTkI,tthetthkee
iTxikEnu,tthennkeonu
ivauhwru,veouhaaru
ivaumu,veoumu
ivaupwie,veoupaae
ivAweI,veaaee
ivAwie,veaae
ivAwip,veaape
ivAwipAw,veaapeaa
ivAwpdw,veaapdaa
ivAwpeI,veaapaee
ivAwpey,veaapay
ivAwpI,veaapee
ivAwpIAY,veaapeeai
ivAwpih,veaapahe
ivAwpin@,veaapane
ivAwpis,veaapase
ivAwpq,veaapat
ivAwpY,veaapai
ivAwpy,veaapay
ivcdo,vechdo
ivchu,vechahu
ivCI,vechhee
ivCohw,vechhohaa
ivCohy,vechhohay
ivCoiV,vechhorre
ivCoiVAnu,vechhorreAnu
ivCoiVAw,vechhorreaa
ivCoiVAY,vechhorreai
ivcolw,vecholaa
ivcoly,vecholay
ivCoVI,vechhorree
ivCoVih,vechhorrahe
ivCoVw,vechhorraa
ivCoVy,vechhorray
ivCoVynu,vechhorraynu
ivcu,vechu
ivCuiV,vechhurre
ivCuiVAw,vechhurreaa
ivCuMinAw,vechhunneaa
ivCuMnI,vechhunnee
ivCuMnIAw,vechhunneeaa
ivCuMnVy,vechhunnrray
ivCuMnw,vechhunnaa
ivCuMny,vechhunnay
ivCurY,vechhurai
ivCuVI,vechhurree
ivCuVIAwhu,vechhurreeaahu
ivCuVih,vechhurrahe
ivCuVw,vechhurraa
ivCuVy,vechhurray
ivCuVY,vechhurrai
ivCweI,vechhaaee
ivCweIAY,vechhaaeeai
ivCwey,vechhaaay
ivCwie,vechhaae
ivcwirAw,vechaareaa
ivcwrI,vechaaree
ivcwrw,vechaaraa
ivcwry,vechaaray
ivCwvx,vechhaavann
ivCwvxw,vechhaavnnaa
ivcy,vechay
ivDauisAw,vedhouseaa
ivDVo,vedhrro
ivDw,vedhaa
ivdw,vedaa
ivDx,vedhann
ivDxIAw,vedhnneeaa
ivdyis,vedayse
ivdysIAVy,vedayseeArray
ivfwir,veddaare
ivfwirAw,veddaareaa
ivfwixAw,veddaanneaa
ivfwn,veddaan
ivfwnI,veddaanee
ivfwnu,veddaanu
ivfwnVY,veddaanrrai
ivfwrI,veddaaree
ivfwrix,veddaaranne
ivfwry,veddaaray
ivfwx,veddaann
ivfwxI,veddaannee
ivfwxu,veddaannu
ivfwxw,veddaannaa
ivfwxY,veddaannai
ivgisAw,vegseaa
ivgiVAw,vegrreaa
ivGn,veghan
ivgoeI,vegoee
ivgoey,vegoay
ivgoieAw,vegoeaa
ivgovhI,vegovhee
ivgovY,vegovai
ivgqI,vegtee
ivgsdw,vegasdaa
ivgsI,vegsee
ivgsIAw,vegseeaa
ivgsIAY,vegseeai
ivgsIqw,vegseetaa
ivgsu,vegasu
ivgsY,vegsai
ivgsy,vegsay
ivgsyqu,vegsaytu
ivgUcIAY,vegoocheeai
ivgucIAY,vegucheeai
ivgUcih,vegoochahe
ivgucxw,veguchnnaa
ivgucY,veguchai
ivgUcY,vegoochai
ivgUqI,vegootee
ivguqI,vegutee
ivguqIAw,veguteeaa
ivguqw,vegutaa
ivgUqw,vegootaa
ivguqy,vegutay
ivgUqy,vegootay
ivgwis,vegaase
ivgwisAw,vegaaseaa
ivgwiV,vegaarre
ivgwiVAw,vegaarreaa
ivgwry,vegaaray
ivgwsI,vegaasee
ivgwsIAih,vegaaseeAhe
ivgwsu,vegaasu
ivgwsw,vegaasaa
ivgwsy,vegaasay
ivgwV,vegaarr
ivgwVh,vegaarraha
ivgwVI,vegaarree
ivgwVih,vegaarrahe
ivgwVu,vegaarru
ivgwVy,vegaarray
ivhUixAw,vehoonneaa
ivhUx,vehoonn
ivhUxI,vehoonnee
ivhUxIAw,vehoonneeaa
ivhUxw,vehoonnaa
ivhUxy,vehoonnay
ivhwdI,vehaadee
ivhweI,vehaaee
ivhwey,vehaaay
ivhwie,vehaae
ivhwiJAw,vehaajheaa
ivhwJhu,vehaajhahu
ivhwJI,vehaajhee
ivhwJih,vehaajhahe
ivhwJY,vehaajhai
ivhwJy,vehaajhay
ivhwnw,vehaanaa
ivhwvey,vehaavay
ivhwvI,vehaavee
ivhwvixAw,vehaavnneaa
ivhwvY,vehaavai
ivhwvy,vehaavay
ivhwx,vehaann
ivhwxI,vehaannee
ivhwxIAw,vehaanneeaa
ivhwxw,vehaannaa
ivic,veche
ividAw,vedeaa
ivirikEnu,verekeonu
ivjog,vejog
ivjogI,vejogee
ivjogo,vejogo
ivjogu,vejogu
ivjogw,vejogaa
ivjoig,vejoge
ivJvI,vejhvee
ivJvY,vejhvai
ivJx,vejhann
ivK,vekh
ivkix,vekanne
ivKlI,vekhlee
ivKMm,vekhanm
ivKmu,vekhamu
ivKoit,vekhotte
ivkrm,vekram
ivkrwil,vekraale
ivkrwl,vekraal
ivkrwlu,vekraalu
ivkrwlw,vekraalaa
ivKu,vekhu
ivkuMnI,vekunnee
ivKVw,vekhrraa
ivKw,vekhaa
ivKW,vekhaan
ivkWdVy,vekaandrray
ivkwie,vekaae
ivKwilAw,vekhaaleaa
ivkwir,vekaare
ivKwlixAw,vekhaalnneaa
ivKwly,vekhaalay
ivkwr,vekaar
ivkwrI,vekaaree
ivkwro,vekaaro
ivkwru,vekaaru
ivkwrw,vekaaraa
ivkwxy,vekaannay
ivkxih,vekannahe
ivkxw,veknnaa
ivllwie,velalaae
ivlMmu,velanmu
ivlmu,velamu
ivloeIAY,veloeeai
ivloie,veloe
ivlovY,velovai
ivlwie,velaae
ivlwieiq,velaaete
ivlwiV,velaarre
ivMgw,vengaa
ivq,vet
ivqM,vetan
ivqo,veto
ivQrh,vetharaha
ivQrw,vethraa
ivqu,vetu
ivQwr,vethaar
ivriq,verate
ivrlI,verlee
ivrlo,verlo
ivrlw,verlaa
ivrly,verlay
ivrlY,verlai
ivroD,verodh
ivroDu,verodhu
ivroiD,verodhe
ivroil,verole
ivroilAw,veroleaa
ivrolIAY,veroleeai
ivrolY,verolai
ivrqI,vertee
ivrwgI,veraagee
ivrwieix,veraaenne
ivs,ves
ivshI,vesahee
ivsir,vesare
ivsirAw,vesreaa
ivsirAY,vesreai
ivsirEih,vesreohe
ivsmwdu,vesmaadu
ivsn,vesan
ivso,veso
ivsrau,vesrou
ivsrhu,vesarahu
ivsrI,vesree
ivsrIAW,vesreeaan
ivsrih,vesrahe
ivsrijAw,vesarjeaa
ivsrjI,vesarjee
ivsrnu,vesranu
ivsru,vesaru
ivsrY,vesrai
ivsry,vesray
ivstu,vesttu
ivstw,vesttaa
ivsU,vesoo
ivsu,vesu
ivsuey,vesuay
ivsUir,vesoore
ivsUirAw,vesooreaa
ivsUlw,vesoolaa
ivsUrIAY,vesooreeai
ivsUrw,vesooraa
ivsUry,vesooray
ivswhIAY,vesaaheeai
ivswhu,vesaahu
ivswhw,vesaahaa
ivswhy,vesaahay
ivswir,vesaare
ivswirAnu,vesaareAnu
ivswirAw,vesaareaa
ivswirAY,vesaareai
ivswirE,vesaareo
ivswirEnu,vesaareonu
ivswrdw,vesaardaa
ivswrhu,vesaarahu
ivswrI,vesaaree
ivswrIAw,vesaareeaa
ivswrIAY,vesaareeai
ivswrih,vesaarahe
ivswrin,vesaarane
ivswrsI,vesaarsee
ivswru,vesaaru
ivswrw,vesaaraa
ivswrxhwru,vesaarannhaaru
ivswrxhwrw,vesaarannhaaraa
ivswrxu,vesaarannu
ivswrxw,vesaarnnaa
ivswry,vesaaray
ivswryau,vesaarayou
ivswrydy,vesaarayday
ivswryN,vesaarayn
ivswsu,vesaasu
ivsyiKAw,vesaykheaa
ivsyK,vesaykh
ivsyKu,vesaykhu
ivtau,vettou
ivthu,vettahu
ivtiVAhu,vettrreAhu
ivVqy,verrtay
ivxisAw,vennseaa
ivxsxI,vennasnnee
ivxsxw,vennasnnaa
ivxu,vennu
ivxwhy,vennaahay
ivxwsu,vennaasu
iXAw,Yeaa
j,ja
jau,jou
jauhrI,jouhree
jaulw,joulaa
jb,jab
jbhU,jabahoo
Jbik,jhabake
jblIDr,jableedhar
jbwbu,jabaabu
jbY,jabai
jcnI,jachnee
jcnw,jachnaa
jcw,jachaa
jdhu,jadahu
jeI,jaee
jey,jay
jg,jag
jg´,jagea
jgd,jagad
jgdIs,jagdees
jgdIsir,jagdeesare
jgdIsÍrh,jagdeesuaraha
jgdIsr,jagdeesar
jgdIsro,jagdeesro
jgdIsru,jagdeesaru
jgdIsrw,jagdeesraa
jgdIsrY,jagdeesrai
jgdIsu,jagdeesu
jgdIsuir,jagdeesure
jgdIsuorw,jagdeesuoraa
jgdIsur,jagdeesur
jgdIsurh,jagdeesuraha
jgdIsw,jagdeesaa
jgdIsY,jagdeesai
jgI,jagee
jgiq,jagate
jgjIvin,jagjeevane
jgjIvn,jagjeevan
jgjIvno,jagjeevno
jgjIvnu,jagjeevanu
jgjIvnw,jagjeevnaa
jgmgY,jagmagai
jgMnQeI,jagannthaee
jgMnwiQ,jagannaathe
jgMnwQ,jagannaath
jgMnwQu,jagannaathu
jgMnwQw,jagannaathaa
jgMnwQy,jagannaathay
jgmohno,jagmohno
jgn,jagan
jgnwiQ,jagnaathe
jgny,jagnay
jgo,jago
Jgolu,jhagolu
jgotw,jagottaa
jgq,jagat
jgqo,jagto
jgqR,jagatra
jgqu,jagatu
jgqY,jagtai
Jgrau,jhagrou
Jgrq,jhagrat
Jgrqy,jhagartay
Jgru,jhagaru
Jgrw,jhagraa
JgrwieAw,jhagraaeaa
jgu,jagu
JgU,jhagoo
JgVu,jhagarru
JgVw,jhagrraa
JgVwey,jhagrraaay
JgVY,jhagrrai
JgVy,jhagrray
jgweI,jagaaee
jgweIAY,jagaaeeai
jgwey,jagaaay
jgwie,jagaae
jgwieAw,jagaaeaa
jgwiein@,jagaaene
jgwiq,jagaate
jgwqI,jagaatee
jgwvn,jagaavan
jgwvY,jagaavai
jgwvYgo,jagaavaigo
jgY,jagai
jgy,jagay
jgyn,jagayn
jh,jaha
JhIAw,jhaheeaa
jhIr,jaheer
jhr,jahar
jhru,jaharu
jhw,jahaa
jhW,jahaan
jhwju,jahaaju
jhwn,jahaan
jhwnM,jahaanan
jhwnu,jahaanu
jhwnuo,jahaanuo
jhwnY,jahaanai
jI,jee
jIA,jeeA
jIAau,jeeAou
jIAhu,jeeAhu
jIAiVAw,jeeArreaa
jIAkh,jeeAkaha
jIAn,jeeAn
jIArw,jeeAraa
jIAry,jeeAray
jIau,jeeou
jIAVw,jeeArraa
jIAVy,jeeArray
jIAw,jeeaa
jIAW,jeeaan
jIAwie,jeeaae
jIAwieh,jeeaaeh
jIAwvnhwrw,jeeaavanhaaraa
jIAxh,jeeAnnaha
jIAY,jeeai
jIB,jeebh
jIBO,jeebhau
jIBY,jeebhai
jid,jade
jIE,jeeo
jieAMpih,jaeAnpahe
jieAw,jaeaa
jieby,jaebay
jig,jage
jIh,jeeh
jIie,jeee
jIiq,jeete
jIiqAw,jeeteaa
jIiqE,jeeteo
jIiv,jeeve
jIivAw,jeeveaa
jij,jaje
jIjIAY,jeejeeai
jIjY,jeejai
JiK,jhakhe
JIk,jheek
jiK´,jakhea
jil,jale
jIl,jeel
jilAw,jaleaa
jilAY,jaleai
jilE,jaleo
jilEhu,jaleohu
jim,jame
jimE,jameo
jin,jane
jIn,jeen
jink,janek
jInu,jeenu
jip,jape
jipAhu,japeAhu
jipAw,japeaa
jipAY,japeai
jipbo,japebo
jipBw,japebhaa
jipE,japeo
jiphu,japehu
jiq,jate
jIq,jeet
Jiq,jhate
jIqau,jeetou
jIqhu,jeetahu
jIqI,jeetee
jIqIAY,jeeteeai
jIqih,jeetahe
jIqo,jeeto
jIqu,jeetu
jIqw,jeetaa
jIqY,jeetai
jIqy,jeetay
jir,jare
Jir,jhare
jirAw,jareaa
jirE,jareo
jIrWid,jeeraande
jIrwix,jeeraanne
jIrwx,jeeraann
jIs,jees
jis,jase
JiV,jharre
jIv,jeev
jiV,jarre
jIvau,jeevou
jIvaU,jeevaoo
jIvdI,jeevdee
jIvdVo,jeevadrro
jIvdw,jeevdaa
jIvdy,jeevday
jIvdY,jeevdai
jiVE,jarreo
jIveI,jeevaee
jIvh,jeevaha
jIvhu,jeevahu
jIvI,jeevee
jIvIAY,jeeveeai
jIvidAw,jeevdeaa
jIvih,jeevahe
jIvIjY,jeeveejai
jIvin,jeevane
jIvin@,jeevane
jIviqAw,jeevteaa
JIvir,jheevare
jIvix,jeevanne
jIvM,jeevan
jIvMdw,jeevandaa
jIvMdy,jeevanday
jIvMidAw,jeevandeaa
jIvMq,jeevant
jIvn,jeevan
jIvnhwrw,jeevanhaaraa
jIvno,jeevno
jIvnpd,jeevanpad
jIvnpdu,jeevanpadu
jIvnpdvI,jeevanpadvee
jIvnu,jeevanu
jIvnw,jeevnaa
jIvnY,jeevnai
jIvq,jeevat
jIvqI,jeevtee
jIvqu,jeevatu
jIvqw,jeevtaa
jIvqy,jeevtay
JIvru,jheevaru
jIvsw,jeevsaa
jIvw,jeevaa
jIvW,jeevaan
jIvwau,jeevaaou
jIvweIAw,jeevaaeeaa
jIvweIAY,jeevaaeeai
jIvwey,jeevaaay
jIvwie,jeevaae
jIvwieAw,jeevaaeaa
jIvwiedw,jeevaaedaa
jIvwih,jeevaahe
jIvwil,jeevaale
jIvwilAnu,jeevaaleAnu
jIvwilAw,jeevaaleaa
jIvwis,jeevaase
jIvwldw,jeevaaldaa
jIvwlih,jeevaalahe
jIvwlnhwr,jeevaalanhaar
jIvwlxhwrw,jeevaalannhaaraa
jIvwly,jeevaalay
jIvwlY,jeevaalai
jIvwnd,jeevaanad
jIvwsu,jeevaasu
jIvwvau,jeevaavou
jIvwvixAw,jeevaavnneaa
jIvx,jeevann
jIvxh,jeevannaha
jIvxM,jeevannan
jIvxu,jeevannu
jIvxw,jeevnnaa
jIvxY,jeevnnai
jIvY,jeevai
jIvy,jeevay
jix,janne
jixAw,janneaa
jixEih,janneohe
JIxI,jheennee
JJik,jhajhake
jjmwilAw,jajmaaleaa
jjmwly,jajmaalay
jjmwn,jajmaan
jjmwnu,jajmaanu
jjrI,jajree
jjw,jajaa
JJw,jhajhaa
jjY,jajai
JJY,jhajhai
JK,jhakh
jK,jakh
jK´,jakhea
JKdw,jhakhdaa
JKih,jhakhahe
JKiV,jhakharre
jkIVw,jakeerraa
JkoilAw,jhakoleaa
JkoirAw,jhakoreaa
Jkolnhwru,jhakolanhaaru
Jkoly,jhakolay
JKV,jhakharr
JKVu,jhakharru
JKweIAY,jhakhaaeeai
JKwieAw,jhakhaaeaa
JKxu,jhakhannu
JKxw,jhakhnnaa
jl,jal
Jl,jhal
jl´,jalea
jl´n,jalean
jlau,jalou
Jlau,jhalou
jldI,jaldee
jldIAw,jaldeeaa
jlDrw,jaldharaa
jlDwrw,jaldhaaraa
JleI,jhalaee
jlhr,jalhar
jlhru,jalharu
jlhu,jalahu
jlI,jalee
JlI,jhalee
jlIAw,jaleeaa
jliD,jaladhe
jlIeIN,jaleeeen
jlih,jalahe
jlin,jalane
jliniD,jalnedhe
jlix,jalanne
jlM,jalan
jlMdw,jalandaa
jlMin@,jalanne
jlMq,jalant
jln,jalan
jlnu,jalanu
jlny,jalnay
jlo,jalo
jlq,jalat
jlqau,jaltou
jlqI,jaltee
jlqo,jalto
jlqO,jaltau
jlqu,jalatu
jlqw,jaltaa
jlqy,jaltay
jlu,jalu
Jlu,jhalu
JluMBlY,jhalunbhalai
jlw,jalaa
jlweI,jalaaee
jlweIAly,jalaaeeAlay
jlweIAY,jalaaeeai
jlwey,jalaaay
jlwie,jalaae
jlwieAw,jalaaeaa
jlwih,jalaahe
jlwvih,jalaavahe
jlwvixAw,jalaavnneaa
jlwvxI,jalaavnnee
jlwvY,jalaavai
jlY,jalai
JlY,jhalai
Jly,jhalay
jly,jalay
jlyqw,jalaytaa
jm,jam
jM\,jannja
jMbuku,janbuku
jMbUr,janboor
jmdgin,jamdagane
jmdUiq,jamdoote
jmdUq,jamdoot
jmdUqh,jamdootaha
jmdUqI,jamdootee
jmdUqn,jamdootan
jmdUqnh,jamdootanaha
jmdUqu,jamdootu
jmdUqw,jamdootaa
jmdUqY,jamdootai
jMdwr,jandaar
jMdwru,jandaaru
jMdwrw,jandaaraa
jMdwry,jandaaray
jmeIAw,jamaeeaa
jMGIAY,jangheeai
jMgil,jangale
jMgIlw,jangeelaa
jMgl,jangal
jMglu,jangalu
jMgm,jangam
jMgw,jangaa
jMgwlI,jangaalee
jmh,jamaha
jmhu,jamahu
jmih,jamahe
jMimAw,janmeaa
jMimih,janmehe
jMjIr,janjeer
jMjIrI,janjeeree
jMjIrIAw,janjeereeaa
jMjwil,janjaale
jMjwl,janjaal
jMjwlI,janjaalee
jMjwlu,janjaalu
jMjwlw,janjaalaa
jMjwly,janjaalay
jMjwr,janjaar
jMjwrI,janjaaree
jMjwro,janjaaro
jMjwrw,janjaaraa
Jmk,jhamak
JMKIAY,jhankheeai
jmklY,jamkalai
jmkMkir,jamkankare
jmkMkr,jamkankar
jmkMkru,jamkankaru
jmkMkrw,jamkankaraa
JMKu,jhankhu
jmkwil,jamkaale
jmkwl,jamkaal
jmkwlu,jamkaalu
jmkwlw,jamkaalaa
jmkwly,jamkaalay
jmkwlY,jamkaalai
jMmI,janmee
jMmIAY,janmeeai
jMmih,janmahe
jMmin,janmane
jMmsI,janmsee
jMmwie,janmaae
jMmx,janmann
jMmxu,janmannu
jMmY,janmai
jMmy,janmay
jMn,jann
jMnI,jannee
jmnw,jamnaa
jMnw,jannaa
jMpau,janpou
jMphu,janpahu
jMpih,janpahe
jmpuir,jampure
jmpur,jampur
jmpuru,jampuru
jMpY,janpai
jMq,jant
jmq,jamat
jMqI,jantee
jMqn,jantan
jMqR,jantra
jMqrIAw,jantreeaa
jMqu,jantu
jmqu,jamatu
jMqw,jantaa
jMqwh,jantaah
jMqwiely,jantaaelay
jMqY,jantai
jMqYnI,jantainee
jmrw,jamraa
jmrwau,jamraaou
jmrwjY,jamraajai
jmrwjy,jamraajay
jmu,jamu
jmUAw,jamooaa
jmun,jamun
jmunw,jamunaa
jmw,jamaa
jmweI,jamaaee
jmweIAnu,jamaaeeAnu
jmwey,jamaaay
jmwid,jamaade
jmwie,jamaae
jmwieAw,jamaaeaa
jmwieE,jamaaeo
jmwl,jamaal
jmwnY,jamaanai
jmwqI,jamaatee
jmwvhu,jamaavahu
jmwvYgo,jamaavaigo
jmwxI,jamaannee
jmY,jamai
jn,jan
jneI,janaee
jngy,jangay
jnh,janaha
jnhu,janahu
jnI,janee
jnIAw,janeeaa
jnih,janahe
jnik,janake
jnim,janame
jnimAw,janmeaa
jnimE,janmeo
jnin,janane
jnk,janak
jnkh,jankaha
jnku,janaku
jnkwid,janakaade
jnKy,jankhay
jnm,janam
jnmh,janmaha
jnmih,janmahe
jnmis,janmase
jnMm,jananm
jnmM,janman
jnMmu,jananmu
jnMmw,jananmaa
jnmnh,janmanaha
jnmq,janmat
jnmqy,janmatay
jnms´,janmasea
jnmu,janamu
jnmVIAwh,janmarreeaah
jnmVw,janmarraa
jnmw,janmaa
jnmwDy,janmaadhay
jnmWqu,janmaantu
jnmY,janmai
jnmy,janmay
jnmyjw,janmayjaa
jnmyjY,janmayjai
jnmyN,janmayn
jnnI,jananee
jno,jano
Jnqkwr,jhanatkaar
jnu,janu
jnUAw,janooaa
jnw,janaa
jnW,janaan
jnweI,janaaee
jnwey,janaaay
jnwie,janaae
jnwieAw,janaaeaa
jnwk,janaak
jnwvhu,janaavahu
jnwvq,janaavat
jnwvY,janaavai
jnwvYgo,janaavaigo
jnY,janai
jnyaU,janayoo
jo,jo
jO,jau
joAwieAw,joaaeaa
jobin,jobane
jobn,joban
jObn,jauban
jobnu,jobanu
jobnvMq,jobanvant
jobnvMqu,jobanvantu
jobnw,jobnaa
jobnY,jobnai
joD,jodh
jodrIAw,jodareeaa
joDu,jodhu
jodVI,jodrree
joDw,jodhaa
joDY,jodhai
joeI,joee
joeIAY,joeeai
jog,jog
jogeI,jogaee
jogI,jogee
jogIAw,jogeeaa
jogIsr,jogeesar
jogIsur,jogeesur
jogM,jogan
jogn,jogan
jognI,jognee
jogo,jogo
jogqx,jogtann
jogu,jogu
jogvY,jogvai
jogw,jogaa
jogY,jogai
jogyn,jogayn
jogysur,jogaysur
joh,joh
joheI,johaee
johI,johee
johih,johahe
johin,johane
johix,johanne
johM,johan
john,johan
johnI,johnee
johq,johat
johqI,johtee
johw,johaa
johwrI,johaaree
johwru,johaaru
johy,johay
johY,johai
joie,joe
joieAw,joeaa
joieE,joeo
joiesI,joesee
joig,joge
joigAw,jogeaa
joigMdRw,jogendraa
joih,johe
joihAw,joheaa
joihE,joheo
Joik,jhoke
Joil,jhole
joil,jole
join,jone
joiq,jote
joiq´M,jotean
joiqkI,jotekee
joir,jore
joirAw,joreaa
joirAY,joreai
joirE,joreo
joiV,jorre
joiVAw,jorreaa
joiVhu,jorrehu
jojn,jojan
Jok,jhok
jok,jok
joKIvdY,jokheevdai
Jol,jhol
JolI,jholee
jolIAY,joleeai
JolIAY,jholeeai
Jolnw,jholnaa
Jolw,jholaa
jolwhrw,jolaahraa
jolwhy,jolaahay
JolY,jholai
jon,jon
jonI,jonee
joq,jot
joqI,jotee
joqkI,jotkee
joqku,jotaku
joqY,jotai
jor,jor
jorI,joree
jorih,jorahe
jorn,joran
joro,joro
jorq,jorat
joru,joru
